query_id,image,Question,Option_A,Option_B,Option_C,Option_D,answer,source_dataset,original_question_id,modality
OMNI_001016,Images/001016.png,What is the observation that can be made from examining this image?,Bursitis.,Joint swelling.,Nerve compression.,Bone inflammation.,Bone inflammation.,RadImageNet,RadImageNet_31952,MRI
OMNI_001017,Images/001017.png,What is the observable feature in this image?,Bone fracture,Irregular heartbeat,Inflammation in the stomach,Soft tissue mass,Soft tissue mass,RadImageNet,RadImageNet_55238,MRI
OMNI_001018,Images/001018.png,What can be observed in this image?,Bursitis,Labral pathology,Meniscal tear,Tendonitis,Labral pathology,RadImageNet,RadImageNet_41866,MRI
OMNI_001020,Images/001020.png,What condition is depicted in this image?,Carpal tunnel syndrome,Achilles pathology.,Arthritis,Tennis elbow,Achilles pathology.,RadImageNet,RadImageNet_28896,MRI
OMNI_001023,Images/001023.png,What is the observed pathological condition in this image?,Labral pathology,Meniscal tear,Nerve compression,Muscle strain,Labral pathology,RadImageNet,RadImageNet_41292,MRI
OMNI_001024,Images/001024.png,What can be observed in this image?,Meniscal abnormality,Arthritis,Bone fracture,Cartilage erosion,Meniscal abnormality,RadImageNet,RadImageNet_43439,MRI
OMNI_001026,Images/001026.png,What can be observed in this image?,Spinal subdural lesions,Ventricular subarachnoid anomalies,Dural epidural abn,Brain intrathecal disorders,Dural epidural abn,RadImageNet,RadImageNet_37895,MRI
OMNI_001031,Images/001031.png,What specific medical imaging technique was utilized to acquire this image?,Echocardiogram,X-ray,Mammography,MRI,MRI,RadImageNet,RadImageNet_27802,MRI
OMNI_001032,Images/001032.png,Is there any anomaly detected in the image?,"I can't say for sure, but it looks abnormal.",It's difficult to determine if there is an abnormality based on this image.,"No, It's normal.","I'm not sure, but there might be a slight abnormality.","No, It's normal.",RadImageNet,RadImageNet_46829,MRI
OMNI_001034,Images/001034.png,What can be observed in this image?,Cartilage degeneration,Bone density loss,Joint inflammation,Chondral abnormality,Chondral abnormality,RadImageNet,RadImageNet_33963,MRI
OMNI_001035,Images/001035.png,What is the condition that can be visualized in this image?,Joint inflammation,Muscle strain,Cartilage degeneration,Labral pathology,Labral pathology,RadImageNet,RadImageNet_41451,MRI
OMNI_001036,Images/001036.png,What type of diagnostic imaging technique produced this picture?,Mammography,MRI,CT scan,PET scan,MRI,RadImageNet,RadImageNet_25486,MRI
OMNI_001037,Images/001037.png,What type of imaging was employed for this image to be obtained?,Echocardiogram,MRI,Electroencephalogram (EEG),Endoscopy,MRI,RadImageNet,RadImageNet_25771,MRI
OMNI_001040,Images/001040.png,What can be observed in this image?,Tendon inflammation,Joint dislocation,Nerve compression,Atfl pathology.,Atfl pathology.,RadImageNet,RadImageNet_30370,MRI
OMNI_001042,Images/001042.png,What can be observed in this image?,Metastatic cancer,Acute inflammation,Hemorrhage,Chronic infarct,Chronic infarct,RadImageNet,RadImageNet_35950,MRI
OMNI_001043,Images/001043.png,What can be observed in this image?,Vascular malformation,Soft tissue edema,Muscle strain,Tumor growth,Soft tissue edema,RadImageNet,RadImageNet_52378,MRI
OMNI_001044,Images/001044.png,Is anything unusual observed in this image?,"I'm not sure, but there might be a slight abnormality.","No, It's normal.","I can't say for sure, but it looks abnormal.","Yes, it shows a significant abnormality.","No, It's normal.",RadImageNet,RadImageNet_47967,MRI
OMNI_001045,Images/001045.png,What is the observable anomaly depicted in this image?,Chondral abnormality,Meniscal tear,Joint inflammation,Nerve compression,Chondral abnormality,RadImageNet,RadImageNet_34459,MRI
OMNI_001046,Images/001046.png,What is the observed content in this image?,Muscular dystrophy,Soft tissue fluid,Tendon tear,Nerve inflammation,Soft tissue fluid,RadImageNet,RadImageNet_53908,MRI
OMNI_001047,Images/001047.png,What can be observed in this image?,Edema,Nerve inflammation,Joint dislocation,Soft tissue fluid collection,Soft tissue fluid collection,RadImageNet,RadImageNet_54621,MRI
OMNI_001049,Images/001049.png,What is the observed observation in this image?,Synovial cyst formation,Chondral abnormality,Muscular imbalance,Meniscal tear,Chondral abnormality,RadImageNet,RadImageNet_35158,MRI
OMNI_001050,Images/001050.png,What can be observed in this image?,Ligament tear,Tendonitis,Bone density loss,Chondral abnormality,Chondral abnormality,RadImageNet,RadImageNet_34154,MRI
OMNI_001052,Images/001052.png,What can be observed in this image?,Tendonitis,Cartilage degeneration,Chondral abnormality,Synovial cyst formation,Chondral abnormality,RadImageNet,RadImageNet_33809,MRI
OMNI_001056,Images/001056.png,Is there anything irregular in this image?,"I can't say for sure, but it looks abnormal.","No, It's normal.","There is a possibility of abnormality, but further tests are needed for confirmation.","I'm not sure, but there might be a slight abnormality.","No, It's normal.",RadImageNet,RadImageNet_47471,MRI
OMNI_001058,Images/001058.png,What is the pathology being observed in this image?,Baker's cyst,Medial collateral ligament (MCL) injury,Patella dislocation,PCL pathology,PCL pathology,RadImageNet,RadImageNet_50227,MRI
OMNI_001060,Images/001060.png,Is there any anomaly detected in this image?,It's difficult to determine if there is an abnormality based on this image.,"Yes, it shows a significant abnormality.","I can't say for sure, but it looks abnormal.","No, It's normal.","No, It's normal.",RadImageNet,RadImageNet_48039,MRI
OMNI_001063,Images/001063.png,What can be observed in this image?,White matter changes,Inflammation and swelling,Organ enlargement,Blood vessel abnormalities,White matter changes,RadImageNet,RadImageNet_56637,MRI
OMNI_001065,Images/001065.png,What can be observed in this image?,Alzheimer's disease.,Normal brain tissue.,Chronic infarct.,Acute infarct.,Acute infarct.,RadImageNet,RadImageNet_29738,MRI
OMNI_001066,Images/001066.png,What can be observed in this image?,Fluid-filled cyst,Soft tissue mass,Bone fracture,Inflammation in the stomach,Soft tissue mass,RadImageNet,RadImageNet_55333,MRI
OMNI_001068,Images/001068.png,What was the imaging technique utilized for capturing this image?,Angiography,Ultrasound,Bone scan,MRI,MRI,RadImageNet,RadImageNet_25297,MRI
OMNI_001070,Images/001070.png,Is this image showing any abnormality?,"No, It's normal.","Yes, it shows a significant abnormality.",It's difficult to determine if there is an abnormality based on this image.,"I can't say for sure, but it looks abnormal.","No, It's normal.",RadImageNet,RadImageNet_46015,MRI
OMNI_001072,Images/001072.png,What can be observed in this image?,Prognosis type of RadImageNet dataset.,post operation type of RadImageNet dataset.,Non-medical type of RadImageNet dataset.,Post-surgery type of RadImageNet dataset.,post operation type of RadImageNet dataset.,RadImageNet,RadImageNet_51296,MRI
OMNI_001073,Images/001073.png,What can be observed in this image?,Achilles pathology.,Tendonitis,Tennis elbow,Carpal tunnel syndrome,Achilles pathology.,RadImageNet,RadImageNet_28915,MRI
OMNI_001075,Images/001075.png,What can be observed in this image?,Enlarged lymph node,Cyst formation,Nerve inflammation,Soft tissue fluid,Soft tissue fluid,RadImageNet,RadImageNet_53473,MRI
OMNI_001077,Images/001077.png,What can be observed in this image?,Spinal misalignment.,Nerve compression.,Cartilage degeneration.,Bone inflammation.,Bone inflammation.,RadImageNet,RadImageNet_31003,MRI
OMNI_001078,Images/001078.png,What type of medical imaging was conducted to produce this image?,X-ray,MRI,Bone scan,Mammography,MRI,RadImageNet,RadImageNet_27803,MRI
OMNI_001079,Images/001079.png,What can be observed in this image?,Congenital abnormalities,Fractured bones,Cystic lesions,Tumor growths,Cystic lesions,RadImageNet,RadImageNet_36230,MRI
OMNI_001080,Images/001080.png,Is there a presence of any abnormalities in this image?,"I'm not sure, but there might be a slight abnormality.","There is a possibility of abnormality, but further tests are needed for confirmation.","I can't say for sure, but it looks abnormal.","No, It's normal.","No, It's normal.",RadImageNet,RadImageNet_46034,MRI
OMNI_001081,Images/001081.png,Does this image show any irregularities?,"I'm not sure, but there might be a slight abnormality.","No, It's normal.","I can't say for sure, but it looks abnormal.","Yes, it shows a significant abnormality.","No, It's normal.",RadImageNet,RadImageNet_46517,MRI
OMNI_001082,Images/001082.png,What can be observed in this image?,Gouty arthritis,Ankylosing spondylitis,Acromioclavicular joint osteoarthritis (ACJ OA).,Tennis elbow,Acromioclavicular joint osteoarthritis (ACJ OA).,RadImageNet,RadImageNet_29097,MRI
OMNI_001084,Images/001084.png,What is the observation of this image?,Cyst formation,Nerve inflammation,Abscess formation,Soft tissue fluid collection,Soft tissue fluid collection,RadImageNet,RadImageNet_54697,MRI
OMNI_001085,Images/001085.png,What type of medical imaging technique was utilized to acquire this particular image?,Echocardiogram,Electroencephalogram (EEG),MRI,Bone scan,MRI,RadImageNet,RadImageNet_27291,MRI
OMNI_001087,Images/001087.png,What can be observed in this image?,Sciatica,Achilles tendonitis,Shin splints,ACL pathology.,ACL pathology.,RadImageNet,RadImageNet_29632,MRI
OMNI_001088,Images/001088.png,What can be observed in this image?,Soft tissue swelling,Muscle strain,Joint inflammation,Meniscal abnormality,Meniscal abnormality,RadImageNet,RadImageNet_44732,MRI
OMNI_001090,Images/001090.png,What can be observed in this image?,Soft tissue mass,Irregular heartbeat,Enlarged lymph node,Inflammation in the stomach,Soft tissue mass,RadImageNet,RadImageNet_55449,MRI
OMNI_001092,Images/001092.png,What can be observed in this image?,Plantar fasciitis.,Tennis elbow.,Rotator cuff tear.,Biceps pathology.,Biceps pathology.,RadImageNet,RadImageNet_30624,MRI
OMNI_001094,Images/001094.png,Which imaging technique was employed for obtaining this image?,MRI,X-ray,Echocardiogram,Angiography,MRI,RadImageNet,RadImageNet_27356,MRI
OMNI_001095,Images/001095.png,Is there any anomaly visible in this image?,"There is a possibility of abnormality, but further tests are needed for confirmation.","No, It's normal.","I'm not sure, but there might be a slight abnormality.","I can't say for sure, but it looks abnormal.","No, It's normal.",RadImageNet,RadImageNet_47774,MRI
OMNI_001097,Images/001097.png,What specific type of imaging was utilized for capturing this image?,Angiography,PET scan,MRI,Ultrasound,MRI,RadImageNet,RadImageNet_24844,MRI
OMNI_001100,Images/001100.png,Which medical imaging technique was utilized to acquire this image?,Mammography,Electroencephalogram (EEG),MRI,Echocardiogram,MRI,RadImageNet,RadImageNet_26025,MRI
