query_id,image,Question,Option_A,Option_B,Option_C,Option_D,answer,source_dataset,original_question_id,modality
OMNI_004047,Images/004047.jpg,Is the image in question benign or malignant?,Malignant,Benign image.,,,Benign image.,ISIC2020,ISIC2020_0449,Dermatology
OMNI_004049,Images/004049.jpg,What imaging technique was utilized to obtain this picture?,Magnetic resonance imaging,X-ray,Dermoscopy,Ultrasonography,Dermoscopy,ISIC2020,ISIC2020_0224,Dermatology
OMNI_004051,Images/004051.jpg,What is the skin abnormality seen in this image?,Psoriasis,Benign keratosis,Eczema,Hives,Benign keratosis,ISIC2019,ISIC2019_1536,Dermatology
OMNI_004052,Images/004052.jpg,What is the identification of the abnormality in this image?,Acne vulgaris,Malignant melanoma,Dermatofibroma,Melanocytic nevus,Melanocytic nevus,ISIC2018,ISIC2018_0203,Dermatology
OMNI_004054,Images/004054.jpg,In what particular category can the abnormality in this image be classified?,Benign epithelial.,Malignant epidermal.,Invasive squamous.,Non-cancerous dermal.,Malignant epidermal.,Fitzpatrick 17k,Fitzpatrick 17k_1263,Dermatology
OMNI_004055,Images/004055.jpg,What is the particular classification of the anomaly depicted in this image?,Metastatic melanocytic.,Non-cancerous dermal.,Malignant epidermal.,Benign epithelial.,Malignant epidermal.,Fitzpatrick 17k,Fitzpatrick 17k_1292,Dermatology
OMNI_004056,Images/004056.jpg,What specific classification does this image fall under in terms of abnormality?,Inflammatory.,Traumatic,Endocrine,Infectious,Inflammatory.,Fitzpatrick 17k,Fitzpatrick 17k_0265,Dermatology
OMNI_004057,Images/004057.jpg,What type of skin abnormality is present in this image?,Shingles,Actinic keratosis,Eczema,Melanoma,Actinic keratosis,ISIC2019,ISIC2019_1492,Dermatology
OMNI_004058,Images/004058.jpg,What type of imaging technique was used to acquire this picture?,Positron emission tomography,Dermoscopy,Ultrasonography,Colonoscopy,Dermoscopy,ISIC2020,ISIC2020_0123,Dermatology
OMNI_004059,Images/004059.jpg,Is the abnormality in this image a benign or malignant finding?,Malignant,Benign image.,,,Benign image.,ISIC2020,ISIC2020_0961,Dermatology
OMNI_004064,Images/004064.jpg,Under which category does the anomaly depicted in this image fall?,Benign dermal.,Inflammatory epidermal.,Metastatic intramuscular.,Infectious hypodermal.,Benign dermal.,Fitzpatrick 17k,Fitzpatrick 17k_0845,Dermatology
OMNI_004065,Images/004065.jpg,What does the abnormality in this image exhibit in terms of category?,Inflammatory.,Autoimmune,Infectious,Traumatic,Inflammatory.,Fitzpatrick 17k,Fitzpatrick 17k_0268,Dermatology
OMNI_004068,Images/004068.jpg,What is the specific skin abnormality depicted in this image?,Actinic keratosis,Cellulitis,Psoriasis,Eczema,Actinic keratosis,ISIC2019,ISIC2019_1422,Dermatology
OMNI_004070,Images/004070.jpg,"What disease is depicted in this image, and could you provide a summary of its primary features?",Monkeypox,Lyme disease,Rubella,Pertussis,Monkeypox,Monkeypox Skin Image 2022,Monkeypox Skin Image 2022_0092,Dermatology
OMNI_004074,Images/004074.jpg,Is the abnormality in this image considered to be benign or malignant?,Benign image.,Malignant,,,Benign image.,ISIC2020,ISIC2020_0893,Dermatology
OMNI_004075,Images/004075.jpg,What is the diagnosis of the skin abnormality shown in this image?,Melanoma,Benign keratosis,Acne,Cellulitis,Benign keratosis,ISIC2019,ISIC2019_1626,Dermatology
OMNI_004076,Images/004076.jpg,What is the specific classification of the anomaly captured in this image?,Malignant cutaneous lymphoma.,Metastatic cutaneous lymphoma.,Squamous cell carcinoma.,Benign cutaneous lymphoma.,Malignant cutaneous lymphoma.,Fitzpatrick 17k,Fitzpatrick 17k_1535,Dermatology
OMNI_004078,Images/004078.jpg,What is the specific skin condition portrayed in this image?,Psoriasis,Melanoma,Cellulitis,Vitiligo,Melanoma,ISIC2019,ISIC2019_0541,Dermatology
OMNI_004079,Images/004079.jpg,What is the anatomical location of the body that is being represented in this visual depiction?,Endocrine system,Muscles,Nervous system,Skin,Skin,ISIC2018,ISIC2018_0044,Dermatology
OMNI_004080,Images/004080.jpg,What modality was used to capture this image?,Mammography,X-ray,Colonoscopy,Dermoscopy,Dermoscopy,ISIC2020,ISIC2020_0127,Dermatology
OMNI_004084,Images/004084.jpg,Is the abnormal image in this picture benign or malignant?,Malignant,Benign image.,,,Benign image.,ISIC2020,ISIC2020_0928,Dermatology
OMNI_004085,Images/004085.jpg,What is the specific skin anomaly depicted in the image?,Melanocytic nevus,Actinic keratosis,Rosacea,Vitiligo,Melanocytic nevus,ISIC2019,ISIC2019_0784,Dermatology
OMNI_004087,Images/004087.jpg,What is the term for the abnormality depicted in this image?,Actinic keratosis,Melanoma,Vitiligo,Eczema,Melanoma,ISIC2018,ISIC2018_0112,Dermatology
OMNI_004088,Images/004088.jpg,What is the name of the skin abnormality displayed in this image?,Seborrheic keratosis,Vitiligo,Basal cell carcinoma,Rosacea,Basal cell carcinoma,ISIC2019,ISIC2019_1155,Dermatology
OMNI_004089,Images/004089.jpg,What is the name of the skin abnormality in the image?,Melanoma,Actinic keratosis,Seborrheic dermatitis,Eczema,Actinic keratosis,ISIC2019,ISIC2019_1411,Dermatology
OMNI_004091,Images/004091.png,What is the type of abnormality depicted in this image?,Psoriasis.,Actinic keratosis.,Basal Cell Carcinoma.,Squamous Cell Carcinoma.,Basal Cell Carcinoma.,PAD-UFES-20,PAD-UFES-20_0236,Dermatology
OMNI_004092,Images/004092.jpg,What is the name of the skin abnormality depicted in this image?,Rosacea,Squamous cell carcinoma,Psoriasis,Melanocytic nevus,Melanocytic nevus,ISIC2019,ISIC2019_0952,Dermatology
OMNI_004093,Images/004093.jpg,What was the imaging technique employed to obtain this picture?,Endoscopy,Electrocardiogram,Dermoscopy,Computed tomography,Dermoscopy,ISIC2020,ISIC2020_0203,Dermatology
OMNI_004094,Images/004094.png,What is the diagnosis for the particular abnormality depicted in this image?,Psoriasis.,Basal Cell Carcinoma.,Eczema.,Melanoma.,Basal Cell Carcinoma.,PAD-UFES-20,PAD-UFES-20_0162,Dermatology
OMNI_004099,Images/004099.jpg,What is the medical term for the skin abnormality seen in this image?,Seborrheic keratosis,Basal cell carcinoma,Vitiligo,Eczema,Basal cell carcinoma,ISIC2019,ISIC2019_1154,Dermatology
OMNI_004100,Images/004100.jpg,What imaging technique was utilized to acquire this picture?,X-ray,Electrocardiogram,Dermoscopy,Electroencephalogram,Dermoscopy,ISIC2020,ISIC2020_0296,Dermatology
