query_id,image,Question,Option_A,Option_B,Option_C,Option_D,answer,source_dataset,original_question_id,modality
OMNI_003040,Images/003040.png,"Is the eye axis in this image transverse, horizontal, or vertical?",Crooked eye axis,Inclined eye axis,Curved eye axis,Transverse eye axis,Transverse eye axis,Yangxi,Yangxi_0861,Fundus
OMNI_003041,Images/003041.png,Which imaging modality was utilized to acquire this image?,Color fundus photography,Positron Emission Tomography (PET) scan,Endoscopy,Fluoroscopy,Color fundus photography,Yangxi,Yangxi_0285,Fundus
OMNI_003043,Images/003043.jpg,What specific imaging technique was employed to acquire this image?,fundus photography.,MRI.,Endoscopy.,CT scan.,fundus photography.,DeepDRiD,DeepDRiD_0024,Fundus
OMNI_003045,Images/003045.png,"In this image, is the eye axis horizontal or vertical?",Vertical eye axis.,Slanted eye axis.,Inverted eye axis.,Tilted eye axis.,Vertical eye axis.,Yangxi,Yangxi_1364,Fundus
OMNI_003046,Images/003046.jpg,What is the diagnosis for the abnormalities observed in this image?,Amblyopia,Retinal detachment,Diabetic retinopathy,pathologic myopia.,pathologic myopia.,PALM2019,PALM2019_0387,Fundus
OMNI_003047,Images/003047.png,Is the eye axis of this image horizontal or vertical?,Vertical eye axis.,Inverted eye axis.,Diagonal eye axis.,Tilted eye axis.,Vertical eye axis.,Yangxi,Yangxi_1096,Fundus
OMNI_003048,Images/003048.jpeg,What is the specific abnormality present in this image?,Congenital cataracts,Retinal detachment,No diabetic retinopathy.,Optic neuritis,No diabetic retinopathy.,Diabetic Retinopathy,Diabetic Retinopathy_0995,Fundus
OMNI_003049,Images/003049.jpeg,What is the specific abnormality present in this image?,No diabetic retinopathy.,Central retinal vein occlusion,Corneal ulcer,Retinal detachment,No diabetic retinopathy.,Diabetic Retinopathy,Diabetic Retinopathy_0700,Fundus
OMNI_003050,Images/003050.jpg,What abnormality is present in this fundus image?,Retinoblastoma,Optic neuritis,Glaucoma,Pathological myopia,Pathological myopia,JSIEC,JSIEC_0211,Fundus
OMNI_003051,Images/003051.jpg,What abnormalities can be observed in this image?,Cataracts,Glaucoma,Amblyopia,pathologic myopia.,pathologic myopia.,PALM2019,PALM2019_0392,Fundus
OMNI_003052,Images/003052.png,"What type of eye axis does this image have, horizontal or vertical?",Angled eye axis,Transverse eye axis,Longitudinal eye axis,Oblique eye axis,Transverse eye axis,Yangxi,Yangxi_0859,Fundus
OMNI_003054,Images/003054.png,Is the eye axis in the given image oriented horizontally or vertically?,Bent eye axis,Transverse eye axis,Tilted eye axis,Oblique eye axis,Transverse eye axis,Yangxi,Yangxi_0619,Fundus
OMNI_003057,Images/003057.tif,Is this the oculus dexter or the oculus sinister?,left eye,right eye,,,right eye,OLIVES,OLIVES_0218,Fundus
OMNI_003058,Images/003058.jpeg,What is the specific abnormality present in this image?,Central retinal vein occlusion,Conjunctivitis,No diabetic retinopathy.,Keratoconus,No diabetic retinopathy.,Diabetic Retinopathy,Diabetic Retinopathy_0431,Fundus
OMNI_003059,Images/003059.jpg,What grading class does the retinal image fall under in terms of image quality?,it's a good retinal image.,It's a bad retinal image.,It's a outlier retinal image.,,it's a good retinal image.,DRIMDB,DRIMDB_0095,Fundus
OMNI_003060,Images/003060.jpeg,What is the specific abnormality present in this image?,Corneal ulcer,Uveitis,No diabetic retinopathy.,Age-related macular degeneration,No diabetic retinopathy.,Diabetic Retinopathy,Diabetic Retinopathy_1107,Fundus
OMNI_003061,Images/003061.jpg,What is the observed condition in this fundus image?,Severe hypertensive retinopathy,Macular degeneration,Mild hypertensive retinopathy,Retinitis pigmentosa,Severe hypertensive retinopathy,JSIEC,JSIEC_0081,Fundus
OMNI_003062,Images/003062.jpg,Which method was employed to obtain this image?,fundus photography.,Electrocardiogram (ECG).,MRI.,Ultrasound.,fundus photography.,DeepDRiD,DeepDRiD_0097,Fundus
OMNI_003063,Images/003063.png,Is the eye axis in this image horizontally aligned or vertically aligned?,Crooked eye axis.,Tilted eye axis.,Lateral eye axis.,Vertical eye axis.,Vertical eye axis.,Yangxi,Yangxi_1017,Fundus
OMNI_003065,Images/003065.jpg,What is the potential diagnosis for the observed abnormalities in this image?,pathologic myopia.,Glaucoma,Diabetic retinopathy,Retinitis pigmentosa,pathologic myopia.,PALM2019,PALM2019_0467,Fundus
OMNI_003067,Images/003067.png,Is the eye axis in this image oriented in a horizontal or vertical direction?,Transverse eye axis,Longitudinal eye axis,Bent eye axis,Sagittal eye axis,Transverse eye axis,Yangxi,Yangxi_0646,Fundus
OMNI_003071,Images/003071.jpg,What is the specific type of abnormality shown in this image?,There are no specific abnormalities observed in this image.,The abnormality shown in this image is a blockage in the blood vessels.,The abnormality shown in this image is a fracture.,The abnormality shown in this image is a tumor.,There are no specific abnormalities observed in this image.,Adam Challenge,Adam Challenge_0051,Fundus
OMNI_003072,Images/003072.png,Is the eye axis in this image oriented horizontally or vertically?,Transverse eye axis,Longitudinal eye axis,Tilted eye axis,Oblique eye axis,Transverse eye axis,Yangxi,Yangxi_0817,Fundus
OMNI_003073,Images/003073.jpeg,What is the specific abnormality present in this image?,Mild astigmatism.,Mild diabetic retinopathy.,Partial retinal detachment.,Mild corneal ulcer.,Mild diabetic retinopathy.,Diabetic Retinopathy,Diabetic Retinopathy_1485,Fundus
OMNI_003076,Images/003076.png,Determine whether the eye axis in this image is horizontal or vertical?,Diagonal eye axis,Transverse eye axis,Oblique eye axis,Bent eye axis,Transverse eye axis,Yangxi,Yangxi_0795,Fundus
OMNI_003077,Images/003077.png,Does the eye axis in this image align horizontally or vertically?,Vertical eye axis.,Angled eye axis.,Curved eye axis.,Slanted eye axis.,Vertical eye axis.,Yangxi,Yangxi_1308,Fundus
OMNI_003079,Images/003079.jpg,Is there any indication of anomalies in this image?,The anomalies visible in this image suggest a retinal detachment.,"In this image, there are no apparent abnormalities. It represents a normal or fundus of high myopia.",The presence of multiple abnormalities is evident in this image.,There is a conspicuous abnormality in the optic nerve head in this image.,"In this image, there are no apparent abnormalities. It represents a normal or fundus of high myopia.",PALM2019,PALM2019_0226,Fundus
OMNI_003081,Images/003081.png,What type of medical imaging technique was used to capture this image?,Computed Tomography (CT) scan,Magnetic Resonance Imaging (MRI),Color fundus photography,Fluoroscopy,Color fundus photography,Yangxi,Yangxi_0320,Fundus
OMNI_003082,Images/003082.jpeg,What imaging technique was employed to obtain this picture?,Retinal fundus imaging.,Electrocardiogram (ECG) imaging,Magnetic resonance imaging (MRI),Ultrasonography,Retinal fundus imaging.,Diabetic Retinopathy,Diabetic Retinopathy_0030,Fundus
OMNI_003083,Images/003083.png,Is the eye axis in this image located horizontally or vertically?,Oblique eye axis,Transverse eye axis,Curved eye axis,Inclined eye axis,Transverse eye axis,Yangxi,Yangxi_0758,Fundus
OMNI_003084,Images/003084.png,"In this picture, is the axis of the eye aligned horizontally or vertically?",Tilted eye axis.,Inverted eye axis.,Curved eye axis.,Vertical eye axis.,Vertical eye axis.,Yangxi,Yangxi_1000,Fundus
OMNI_003085,Images/003085.png,Determine whether the eye axis in this image is horizontal or vertical?,Curved eye axis,Crooked eye axis,Oblique eye axis,Transverse eye axis,Transverse eye axis,Yangxi,Yangxi_0719,Fundus
OMNI_003087,Images/003087.tif,Are we referring to the oculus dexter or oculus sinister?,left eye,right eye,,,left eye,OLIVES,OLIVES_0543,Fundus
OMNI_003088,Images/003088.jpeg,What is the specific abnormality present in this image?,Central retinal vein occlusion,Conjunctivitis,Glaucoma,No diabetic retinopathy.,No diabetic retinopathy.,Diabetic Retinopathy,Diabetic Retinopathy_0688,Fundus
OMNI_003094,Images/003094.jpeg,What is the specific abnormality present in this image?,Keratoconus,No diabetic retinopathy.,Age-related macular degeneration,Glaucoma,No diabetic retinopathy.,Diabetic Retinopathy,Diabetic Retinopathy_1019,Fundus
OMNI_003095,Images/003095.jpeg,What does this image indicate in terms of abnormality?,Mild cataracts.,Retinal detachment.,Severe macular degeneration.,Moderate diabetic retinopathy.,Moderate diabetic retinopathy.,Diabetic Retinopathy,Diabetic Retinopathy_1731,Fundus
OMNI_003098,Images/003098.jpeg,What is the specific abnormality present in this image?,Severe macular degeneration.,Moderate diabetic retinopathy.,Mild cataracts.,Retinal detachment.,Moderate diabetic retinopathy.,Diabetic Retinopathy,Diabetic Retinopathy_1651,Fundus
OMNI_003099,Images/003099.tif,Is the eye in question the left (oculus sinister) or the right eye (oculus dexter)?,right eye,left eye,,,left eye,OLIVES,OLIVES_0436,Fundus
